ID,TARGET
1380,0.00916611
1383,0.015727961
1387,0.05099929
1388,0.04057992
1389,0.0016783702
1390,0.07556069
1394,0.028643526
1396,0.19104597
1397,0.027845735
1399,0.020970153
1400,0.014959813
1402,0.0884963
1403,0.0508296
1404,0.08427173
1405,0.027806854
1407,0.009340016
1409,0.011085847
1413,0.001036369
1415,0.038512956
1416,0.02090377
1418,0.0034157983
1422,0.002020592
1423,0.001631907
1425,0.001544969
1428,0.016050898
1429,0.006288591
1430,0.015727961
1431,0.096291
1432,0.0056634815
1434,0.0015956524
1435,0.002899173
1436,0.28213018
1438,0.0025392745
1443,0.054359924
1445,0.03823352
1446,0.15856142
1453,0.011014402
1456,0.008382474
1458,0.015137067
1459,0.001878979
1460,0.02277092
1461,0.16428551
1462,0.19657046
1463,0.01559108
1466,0.16182761
1467,0.015198003
1469,0.08685585
1470,0.0017532519
1471,0.15818076
1473,0.0075144595
1476,0.00635129
1477,0.019551937
1481,0.015727961
1482,0.023097014
1485,0.10621052
1486,0.21871394
1490,0.025586372
1491,0.15818076
1493,0.0047074584
1494,0.100156635
1500,0.0067534987
1504,0.018959101
1506,0.009058787
1509,0.0056593125
1512,0.025192024
1514,0.02329287
1518,0.015198003
1520,0.0025886428
1522,0.075276054
1525,0.15818076
1526,0.049831286
1529,0.19728495
1530,0.059024777
1532,0.0034852088
1533,0.015308719
1537,0.024232013
1542,0.028285569
1544,0.032688413
1545,0.21641363
1546,0.15547346
1549,0.099335216
1551,0.002899173
1552,0.0031503579
1555,0.019314868
1556,0.0028004928
1558,0.17356816
1560,0.008425489
1561,0.024313364
1562,0.009015388
1563,0.0015956524
1566,0.0024527994
1568,0.019543469
1570,0.0074199396
1575,0.112350225
1577,0.01922513
1579,0.004814706
1581,0.012054359
1582,0.07358434
1585,0.05111197
1586,0.005545279
1587,0.0035824773
1593,0.03038692
1597,0.07929545
1599,0.013046425
1608,0.0022048382
1609,0.015727961
1612,0.021329958
1615,0.0025509319
1616,0.024127705
1618,0.019336218
1619,0.0028004928
1624,0.014142452
1625,0.07490071
1627,0.010090954
1628,0.19940124
1635,0.002596191
1636,0.054060414
1637,0.01559108
1640,0.010282176
1642,0.007116565
1645,0.036025286
1647,0.0080320025
1648,0.2054769
1650,0.0056541255
1651,0.06413475
1653,0.01080891
1654,0.003136517
1655,0.013503344
1656,0.048611417
1657,0.10621052
1659,0.14231704
1661,0.1727685
1662,0.014871542
1663,0.09538545
1664,0.038345933
1671,0.016050898
1673,0.015727961
1674,0.012224675
1678,0.004054461
1680,0.011939574
1682,0.025243409
1687,0.0019825415
1689,0.00357645
1690,0.016380921
1691,0.017222984
1692,0.02760413
1696,0.004541136
1701,0.053022075
1702,0.014161184
1705,0.006046413
1707,0.03038692
1711,0.018829698
1714,0.05638142
1715,0.16020139
1716,0.033798046
1717,0.0035370134
1719,0.0044311476
1723,0.0036832532
1725,0.003526428
1726,0.39566633
1728,0.0016204972
1730,0.0049334723
1731,0.0025864043
1736,0.0056663794
1742,0.23475294
1745,0.072135
1747,0.18970071
1749,0.015557422
1750,0.09083546
1751,0.003081377
1752,0.019104399
1753,0.17971538
1754,0.013525289
1758,0.22790922
1759,0.020731678
1760,0.0073154303
1761,0.015198003
1763,0.02159548
1765,0.07847137
1767,0.05626367
1768,0.0028032614
1769,0.008322163
1774,0.020546084
1775,0.081428975
1776,0.0014330414
1777,0.017893959
1779,0.023978468
1780,0.0010259154
1783,0.0055076103
1784,0.0035299805
1785,0.002985032
1789,0.01559108
1790,0.07552404
1792,0.010148645
1793,0.055810764
1795,0.009329613
1796,0.010625949
1798,0.03279696
1802,0.014122128
1803,0.043065127
1805,0.0031855258
1806,0.032386497
1809,0.0122678885
1810,0.0009899932
1812,0.015450578
1813,0.045623917
1814,0.0840205
1815,0.018785186
1817,0.021630403
1818,0.018802531
1819,0.011326295
1820,0.008817504
1821,0.16985947
1823,0.05125085
1826,0.011783911
1827,0.022157278
1829,0.21247418
1831,0.002190567
1833,0.07260837
1834,0.004616048
1837,0.030345514
1838,0.0024491106
1839,0.0017177074
1840,0.01695901
1841,0.014582058
1842,0.02621502
1844,0.027309213
1845,0.012919189
1846,0.0018266158
1847,0.002664893
1850,0.002613561
1851,0.035240363
1852,0.0014330414
1860,0.044333063
1862,0.05480918
1864,0.13971005
1865,0.009092939
1866,0.023518119
1867,0.046450943
1870,0.01768287
1871,0.019086363
1872,0.012995996
1873,0.003388229
1874,0.094276845
1876,0.031259056
1878,0.038050946
1879,0.15547346
1884,0.020015672
1885,0.0056313756
1888,0.025356194
1893,0.003739598
1897,0.04216898
1901,0.009768436
1902,0.010805108
1903,0.0033806586
1905,0.039597094
1907,0.0072701317
1908,0.23168947
1919,0.1586708
1921,0.1727928
1926,0.009058787
1928,0.0034587327
1930,0.1461588
1933,0.010049769
1934,0.009745483
1935,0.049116187
1939,0.20231572
1940,0.016050898
1942,0.007279754
1943,0.0027888478
1945,0.011185892
1946,0.03685297
1948,0.02897178
1949,0.015402025
1952,0.024890551
1953,0.023076726
1955,0.006785226
1959,0.031035608
1963,0.012610715
1965,0.013022556
1967,0.015198003
1968,0.010323041
1969,0.001860203
1970,0.07542236
1973,0.01351006
1977,0.15729594
1978,0.004332874
1979,0.0037564645
1988,0.030659048
1991,0.019031936
1994,0.0009899932
1996,0.0035625123
1997,0.0124690505
1998,0.008760639
2000,0.19398281
2002,0.006082565
2004,0.040613405
2007,0.044040628
2008,0.010250377
2010,0.003260684
2011,0.02159548
2012,0.06002915
2015,0.0054416177
2018,0.0015810492
2019,0.00357645
2023,0.02159548
2024,0.060527947
2026,0.009015388
2028,0.005605458
2029,0.010250377
2031,0.00916611
2033,0.027161697
2034,0.24281766
2037,0.16587885
2038,0.015198003
2039,0.010974203
2040,0.0026256246
2042,0.008630765
2045,0.021391366
2048,0.025847703
2049,0.02376894
2050,0.020303344
2057,0.03570728
2061,0.0210295
2063,0.056126107
2067,0.025825273
2069,0.015570155
2070,0.01559108
2072,0.24351108
2073,0.038916424
2075,0.008581192
2076,0.10965409
2081,0.018829698
2082,0.060410865
2084,0.076030865
2085,0.107180834
2086,0.019483794
2088,0.035524778
2092,0.096473515
2093,0.0049834657
2094,0.0019626596
2096,0.11833671
2102,0.011326295
2103,0.09735656
2104,0.04895375
2108,0.13793585
2109,0.041759968
2111,0.032688413
2113,0.018305158
2116,0.07498564
2117,0.027161697
2118,0.019532787
2119,0.010004574
2120,0.0023585754
2121,0.011258656
2124,0.050373033
2125,0.027315656
2126,0.00471048
2127,0.20914795
2131,0.0012907714
2133,0.042389706
2134,0.081499405
2136,0.010811368
2137,0.09044428
2139,0.038838953
2144,0.00092971703
2145,0.015164419
2146,0.058341242
2149,0.03304956
2150,0.0049667936
2151,0.043434165
2152,0.010032837
2153,0.0029549778
2157,0.09009309
2158,0.010282176
2159,0.0036581794
2161,0.0042124065
2163,0.0029689653
2166,0.036998846
2169,0.0048010848
2171,0.09470349
2177,0.008897884
2179,0.08103282
2182,0.0017398536
2184,0.1734308
2185,0.028643526
2186,0.0056445254
2187,0.0067913304
2188,0.028994212
2189,0.0047540287
2190,0.15818076
2194,0.0046221893
2195,0.010250377
2196,0.020763187
2198,0.09509707
2199,0.017894898
2200,0.0016394188
2201,0.0048632734
2203,0.06565879
2208,0.011059475
2209,0.023296008
2210,0.012103242
2211,0.003387693
2213,0.0066910884
2214,0.008884467
2215,0.18756734
2216,0.0018731946
2218,0.0032254923
2222,0.033489347
2224,0.0018550502
2229,0.0028689888
2230,0.0077075018
2234,0.05320582
2235,0.020207876
2237,0.009802427
2239,0.003858269
2241,0.005141157
2242,0.0045874966
2243,0.0067285732
2244,0.0024491106
2245,0.0017850216
2248,0.0611704
2251,0.0057052933
2253,0.18185331
2254,0.0025039765
2257,0.0025585347
2261,0.071040794
2262,0.009227352
2266,0.010611396
2269,0.0031634248
2275,0.007629181
2278,0.009329613
2279,0.009306205
2283,0.011513759
2284,0.040011846
2285,0.0034771978
2286,0.0017398536
2287,0.11920162
2289,0.11308442
2290,0.12436274
2291,0.019483794
2293,0.01559108
2300,0.035824943
2301,0.004814706
2302,0.1091204
2303,0.016884396
2304,0.0022205792
2305,0.040682644
2306,0.026740419
2307,0.021329958
2308,0.14231704
2311,0.02159548
2313,0.042520214
2315,0.00097480556
2316,0.03317769
2318,0.18756734
2322,0.0059774024
2323,0.0078080203
2325,0.040719114
2327,0.018829698
2328,0.078685716
2329,0.07978692
2330,0.008091185
2332,0.0029279038
2333,0.0028975096
2334,0.034837548
2337,0.018553331
2338,0.077912726
2341,0.14026107
2344,0.038043417
2345,0.006627192
2347,0.008408993
2348,0.030460814
2349,0.0031696789
2350,0.006701691
2351,0.028748263
2358,0.041636527
2359,0.076729245
2361,0.020565202
2363,0.013411928
2364,0.0031695263
2366,0.12755659
2369,0.0034852088
2370,0.20733833
2373,0.034500595
2375,0.006644624
2377,0.038838953
2384,0.054687373
2385,0.012531189
2386,0.07442607
2387,0.0013757796
2388,0.047399223
2392,0.015727961
2393,0.030659048
2394,0.015727961
2395,0.00793579
2396,0.012254382
2397,0.022233102
2400,0.015727961
2401,0.007662734
2403,0.040010966
2407,0.09470349
2408,0.03394882
2410,0.009797855
2414,0.14052348
2416,0.23475294
2421,0.0029751174
2422,0.038043417
2423,0.05111197
2425,0.028643526
2430,0.009074282
2433,0.008322029
2434,0.023705987
2437,0.022324696
2438,0.013380316
2439,0.049831286
2440,0.08549944
2442,0.017603796
2444,0.0106516415
2449,0.011988393
2456,0.010688074
2458,0.029982084
2462,0.008887525
2463,0.007252811
2464,0.003172286
2465,0.007211229
2466,0.002771113
2470,0.14231704
2476,0.010182285
2478,0.033137813
2482,0.20231572
2483,0.00822483
2484,0.1586708
2487,0.0013757796
2488,0.023562284
2493,0.0059925565
2494,0.001980562
2495,0.036859654
2499,0.019483794
2501,0.35077572
2503,0.02273298
2504,0.008630765
2507,0.009227352
2509,0.013573956
2511,0.030659048
2512,0.050335202
2515,0.009589863
2516,0.00828405
2517,0.00822483
2521,0.21145628
2525,0.0015250636
2527,0.1711588
2528,0.011183345
2529,0.014544413
2530,0.00589674
2531,0.1590846
2533,0.003784046
2537,0.020207876
2538,0.010165459
2539,0.015711641
2541,0.01085604
2542,0.11308442
2543,0.0019506773
2544,0.00097480556
2545,0.0031707366
2546,0.0019480629
2548,0.030149078
2549,0.004999186
2555,0.002870902
2556,0.0098496005
2558,0.05885828
2561,0.18970071
2563,0.1739016
2566,0.0047238832
2567,0.06833493
2572,0.0026307078
2573,0.015474512
2574,0.016050898
2578,0.009024116
2580,0.04558919
2581,0.0035379196
2582,0.0057596294
2586,0.052805983
2588,0.0060531884
2589,0.12508135
2591,0.0095641725
2594,0.028907087
2595,0.013363456
2596,0.085793674
2597,0.006454234
2599,0.008948055
2600,0.016050898
2601,0.04824972
2611,0.0065688253
2613,0.00916611
2614,0.0060531884
2615,0.019314868
2616,0.24300249
2617,0.03229562
2618,0.0026694213
2619,0.030079294
2626,0.006086057
2630,0.23168947
2632,0.0030199962
2636,0.007872694
2639,0.030149078
2642,0.001851745
2644,0.2078607
2647,0.01559108
2648,0.23168947
2649,0.30562702
2651,0.018285748
2652,0.07997126
2656,0.22732648
2658,0.08473629
2664,0.0026925246
2667,0.1871049
2669,0.01902244
2670,0.0028004928
2671,0.18756734
2672,0.23334382
2673,0.0024491106
2678,0.021255203
2679,0.016743848
2682,0.004672843
2684,0.0059548076
2685,0.030345514
2687,0.008961317
2689,0.0019561455
2700,0.009778921
2701,0.015198003
2702,0.029379126
2704,0.040016253
2707,0.005996307
2710,0.01634009
2713,0.019483794
2715,0.05472647
2716,0.052752633
2724,0.014721087
2726,0.07542236
2727,0.010971932
2728,0.0018308731
2730,0.0031051254
2731,0.10609696
2733,0.037573446
2736,0.00916611
2737,0.010326905
2739,0.02982346
2740,0.0026913953
2741,0.019849425
2745,0.047147725
2747,0.23168947
2749,0.021355385
2751,0.0014335628
2752,0.064513475
2759,0.17667718
2760,0.0020124854
2764,0.004445785
2766,0.012254382
2769,0.02256024
2772,0.0947479
2773,0.0030432353
2774,0.011780152
2776,0.0015287212
2779,0.008911632
2782,0.17667718
2783,0.009526899
2788,0.003388229
2789,0.014715127
2791,0.014589075
2793,0.03348526
2794,0.0028004928
2796,0.0120639885
2801,0.011096695
2803,0.032458194
2804,0.0010565812
2805,0.01559108
2806,0.28681254
2808,0.039519355
2809,0.03244398
2812,0.013537815
2814,0.097166836
2815,0.01269503
2816,0.054280564
2817,0.15945445
2819,0.05998551
2821,0.17667718
2822,0.019488743
2825,0.007709821
2827,0.002899173
2829,0.01944993
2830,0.0057777204
2831,0.003858269
2833,0.0026256246
2838,0.027856972
2839,0.04975286
2843,0.0017879087
2845,0.014589075
2849,0.023477957
2850,0.0027679696
2852,0.01626451
2859,0.009990826
2861,0.0024723585
2862,0.012815826
2863,0.0099905385
2865,0.009092939
2866,0.1630653
2867,0.045199994
2869,0.02672057
2871,0.0026256246
2872,0.01559108
2873,0.22732648
2874,0.005365965
2876,0.018249694
2877,0.0031485928
2880,0.067852065
2881,0.009797855
2882,0.015704483
2885,0.0088546965
2886,0.02131546
2888,0.0027077175
2889,0.016370554
2891,0.03721885
2892,0.012975802
2893,0.17356816
2897,0.06915665
2898,0.023036994
2899,0.00822483
2901,0.019799188
2903,0.1082332
2904,0.005098343
2905,0.0139897475
2906,0.05074489
2908,0.011920816
2910,0.111006506
2913,0.001723864
2914,0.0037115775
2915,0.0029902065
2917,0.007726927
2918,0.024176221
2919,0.17356816
2920,0.020817677
2921,0.0075702164
2922,0.08580805
2925,0.019811945
2926,0.016304504
2927,0.012254382
2928,0.037886977
2929,0.002539155
2930,0.0075345295
2936,0.0015203912
2944,0.0028004928
2949,0.008322163
2950,0.0107236635
2951,0.0122735705
2952,0.00983996
2955,0.022233102
2957,0.0061041513
2959,0.005752417
2960,0.018401217
2961,0.009445096
2963,0.0103309555
2966,0.0034769399
2967,0.025866337
2968,0.011644738
2969,0.011308858
2970,0.013242211
2972,0.06869879
2973,0.0067253495
2974,0.0016204972
2975,0.23005581
2976,0.0066635446
2980,0.0012342423
2983,0.021329958
2984,0.1586708
2986,0.0031393408
2988,0.015090782
2989,0.024880594
2990,0.0018574744
2991,0.0090502845
2994,0.006046413
2995,0.035293877
2997,0.02143085
3000,0.021400271
3001,0.008755244
3002,0.0033806586
3003,0.045670632
3005,0.000997017
3007,0.000942854
3008,0.028192343
3009,0.025866337
3011,0.008596069
3012,0.10360816
3015,0.01559108
3017,0.0117154755
3019,0.08243107
3022,0.025874594
3025,0.016432015
3027,0.042884625
3028,0.0020172603
3030,0.00822483
3031,0.0014330414
3033,0.026710788
3035,0.02836197
3036,0.030227764
3037,0.0025509319
3039,0.004965757
3041,0.111006506
3046,0.009697284
3047,0.0047414135
3048,0.0045533506
3050,0.07559339
3051,0.0014640584
3053,0.0021454205
3055,0.076411314
3056,0.017894125
3058,0.014462846
3060,0.168157
3062,0.03162507
3063,0.067852065
3064,0.11526114
3065,0.24351108
3067,0.04216898
3069,0.02159548
3070,0.076411314
3072,0.22110935
3073,0.0069528036
3074,0.0028004928
3079,0.03771846
3080,0.11590708
3083,0.03491846
3084,0.0179206
3089,0.0095641725
3093,0.0015836625
3094,0.10151416
3096,0.07542236
3098,0.009632206
3100,0.0044935695
3101,0.04249532
3102,0.010594234
3104,0.05139411
3105,0.028635124
3106,0.015727961
3109,0.0029617571
3110,0.003469937
3111,0.0051375246
3113,0.10797987
3115,0.070246644
3116,0.00952039
3120,0.023635084
3122,0.008173594
3124,0.015727961
3128,0.008173594
3129,0.019545928
3130,0.039151385
3132,0.025074083
3133,0.004132484
3135,0.021327391
3138,0.0057029324
3139,0.03283647
3140,0.1577444
3143,0.0044052983
3146,0.2078607
3148,0.14470479
3149,0.08323771
3150,0.033413447
3152,0.07191774
3153,0.070041284
3154,0.0401064
3155,0.015198003
3159,0.012959171
3162,0.0023326566
3163,0.29574156
3164,0.0030574375
3166,0.026327835
3167,0.020833194
3168,0.0029549778
3171,0.011059475
