ExceptionError,FileName,ImageBase,ImageSize,EpAddress,LinkerVersion,TimeDateStamp,ExportRVA,ExportSize,NumberOfExFunctions,NumberOfImFunctions,ResourceSize,HasResources,HasRelocations,DebugRVA,DebugSize,HasDebug,HasTls,IATRVA,ImageVersion,OSVersion,StackReserveSize,Dll,NumberOfSections
0,Backdoor.Win32.Bifrose.dxjb_8e3e.exe,4194304,110592,3422617582,6,1303782085,0.0,0.0,0.0,21.0,3172.0,1.0,0.0,36864.0,0.0,0.0,0.0,0.0,4,4,1048576,0,5
0,Backdoor.Win32.Bifrose.dxjs_4a9b.exe,285212672,483328,3422617582,6,1307570092,482476.0,168.0,4.0,6.0,3048.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51,4,1048576,0,3
0,Backdoor.Win32.Bifrose.dxkc_36f9.exe,285212672,483328,3422617582,6,1307590086,482476.0,168.0,4.0,6.0,3048.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51,4,1048576,0,3
0,Backdoor.Win32.Bifrose.dxso_2805.exe,285212672,483328,3422617582,6,1308316790,481844.0,164.0,4.0,6.0,2416.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,1048576,0,3
0,Backdoor.Win32.Bifrose.dxtc_3871.exe,4194304,72189,3422617582,5,1206435129,0.0,0.0,0.0,0.0,63997.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,2
0,Backdoor.Win32.Bifrose.dxur_9ec7.exe,4194304,98304,3422617582,6,1198851095,0.0,0.0,0.0,4.0,2396.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,2
0,Backdoor.Win32.Bifrose.dxyg_cca1.exe,4194304,69632,3422617582,144,1304483383,0.0,0.0,0.0,0.0,2480.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,1,4,1048576,0,3
0,Backdoor.Win32.Bifrose.fmv_0e2c.exe,0,0,3422617582,6,1169072342,,,,,,,,,,,,,0,0,0,0,2
0,Backdoor.Win32.Bifrose.frf_a672.exe,4194304,139264,3422617582,6,1233151969,0.0,0.0,0.0,5.0,55650.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,8
0,Backdoor.Win32.Bifrose.fsi_1a13.exe,4194304,110592,3422617582,1,1307822577,0.0,0.0,0.0,3.0,944.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,6
0,Backdoor.Win32.Bifrose.fsi_c220.exe,4194304,86016,3422617582,6,1198851095,0.0,0.0,0.0,3.0,2396.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,6
0,Backdoor.Win32.Bifrose.fxv_5177.exe,4194304,73728,3422617582,6,1198851095,0.0,0.0,0.0,17.0,2396.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0,4,1048576,0,4
0,Backdoor.Win32.Bifrose.fxv_5d13.exe,4194304,94208,3422617582,6,1198851095,0.0,0.0,0.0,17.0,15392.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0,4,1048576,0,5
0,Backdoor.Win32.Bifrose.fxv_5dc5.exe,4194304,36864,3422617582,6,1198851095,4096.0,4352.0,-1.0,9.0,2400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,2
0,Backdoor.Win32.Bifrose.fxv_5f83.exe,4194306,77824,3422617582,6,1198851095,0.0,0.0,0.0,-1.0,2396.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0,4,1048576,0,6
0,Backdoor.Win32.Bifrose.fxv_721e.exe,4194304,73728,3422617582,6,1198851095,0.0,0.0,0.0,17.0,1872.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0,4,1048576,0,4
0,Backdoor.Win32.Bifrose.fxv_781b.exe,4194304,36864,3422617582,6,1198851095,4096.0,4352.0,-1.0,9.0,2400.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,2
0,Backdoor.Win32.Bifrose.fxv_8146.exe,4194304,73728,3422617582,6,1198851095,0.0,0.0,0.0,17.0,2396.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,0,4,1048576,0,4
0,Backdoor.Win32.Bifrose.fxv_e62a.exe,4194304,86016,3422617582,1,1282112211,0.0,0.0,0.0,3.0,2400.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,5
0,Backdoor.Win32.Clemag.em_0e3e.exe,4194304,77824,3422617582,9,1305967742,0.0,0.0,0.0,59.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.fg_fd94.exe,4194304,77824,3422617582,9,1307209824,0.0,0.0,0.0,61.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.fu_216a.exe,4194304,77824,3422617582,9,1307440573,0.0,0.0,0.0,61.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.gc_eb70.exe,4194304,77824,3422617582,9,1307563040,0.0,0.0,0.0,61.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.gf_62e6.exe,4194304,77824,3422617582,9,1307486954,0.0,0.0,0.0,61.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.gj_59ec.exe,4194304,77824,3422617582,9,1307011595,0.0,0.0,0.0,61.0,21636.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.Clemag.nn_97f5.exe,4194304,69632,3422617582,9,1308181512,0.0,0.0,0.0,63.0,13496.0,1.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,5,1048576,33088,5
0,Backdoor.Win32.DDOS.cl_5121.exe,4194304,106496,3422617582,6,1304520166,0.0,0.0,0.0,0.0,880.0,1.0,0.0,0.0,0.0,0.0,0.0,94888.0,0,4,1048576,0,6
0,Backdoor.Win32.DsBot.ati_3110.exe,4194304,69632,3422617582,0,0,0.0,0.0,0.0,90.0,2304.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1048576,0,5
0,Backdoor.Win32.Httpbot.and_87af.exe,4194304,57344,3422617582,6,1246101933,0.0,0.0,0.0,2.0,1032.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,7
0,Backdoor.Win32.Hupigon.abw_4e54.exe,4194304,782336,3422617582,6,1173608618,0.0,0.0,0.0,43.0,763648.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,1,4,1048576,0,3
0,Backdoor.Win32.Hupigon.nyqx_3621.exe,268435456,61440,3422617582,6,1303742178,0.0,0.0,0.0,70.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,32768.0,0,4,1048576,0,4
0,Backdoor.Win32.IRCBot.jvw_ec1b.exe,4194304,69632,3422617582,8,1239435887,0.0,0.0,0.0,-1.0,42576.0,1.0,0.0,16656.0,28.0,1.0,0.0,16384.0,0,4,1048576,0,4
0,Backdoor.Win32.IRCBot.tip_a5bf.exe,4194304,53248,3422617582,2,1307973832,0.0,0.0,0.0,34.0,16780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,2097152,0,6
0,Backdoor.Win32.Koutodoor.kb_72d6.exe,268435456,36864,3422617582,6,1275493009,22992.0,162.0,4.0,75.0,2520.0,1.0,1.0,0.0,0.0,0.0,0.0,20480.0,0,4,1048576,0,5
0,Backdoor.Win32.Poison.bbko_93fd.exe,4194304,53248,3422617582,6,1260497281,0.0,0.0,0.0,27.0,2232.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,1,4,1048576,0,3
0,Backdoor.Win32.Poison.bbtn_4dbb.exe,4194304,45056,3422617582,6,1308494180,0.0,0.0,0.0,21.0,2232.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,4,1048576,0,5
0,Backdoor.Win32.Poison.brut_e1a9.exe,4194304,110592,3422617582,6,1281136751,0.0,0.0,0.0,4.0,1597.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,4,1048576,0,3
0,Backdoor.Win32.Poison.cirg_386d.exe,4194304,77824,3422617582,6,1267471165,0.0,0.0,0.0,38.0,3224.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1,4,1048576,0,7
0,Backdoor.Win32.Poison.cmve_e214.exe,4194304,139264,3422617582,9,11,0.0,0.0,0.0,2.0,760.0,1.0,0.0,0.0,0.0,0.0,0.0,131112.0,0,5,1048576,32768,3
0,Backdoor.Win32.Poison.pg_67c0.exe,4194304,6144,3422617582,5,1199631091,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,4,4,1048576,0,2
0,Backdoor.Win32.Poison.xhr_a42c.exe,4194304,24576,3422617582,6,1299173501,0.0,0.0,0.0,16.0,2184.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,1,4,1048576,0,3
0,Backdoor.Win32.Portless.h_fd18.exe,268435456,65536,3422617582,6,1307585469,32320.0,199.0,7.0,134.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,28672.0,0,4,1048576,0,4
