ExceptionError,FileName,ImageBase,ImageSize,EpAddress,LinkerVersion,TimeDateStamp,ExportRVA,ExportSize,NumberOfExFunctions,NumberOfImFunctions,ResourceSize,HasResources,HasRelocations,DebugRVA,DebugSize,HasDebug,HasTls,IATRVA,ImageVersion,OSVersion,StackReserveSize,Dll,NumberOfSections
0,2282371849210d76ee71e93a0cb5c957996e779c,1910571008.0,69632.0,3422617582.0,2.0,1405441657.0,28672.0,181.0,4.0,49.0,916.0,1.0,1.0,0.0,0.0,0.0,1.0,33056.0,1.0,4.0,2097152.0,0.0,12.0
0,2710e45a77ce6c3518de1749ee3d86e4521c7f95,1895235584.0,61440.0,3422617582.0,2.0,1405441307.0,12288.0,69.0,1.0,10.0,884.0,1.0,1.0,0.0,0.0,0.0,0.0,16468.0,1.0,4.0,2097152.0,0.0,13.0
0,2782dd4f3a27069b3dcb34f3fedbbc9a8e20f8ca,1610547200.0,20480.0,3422617582.0,2.0,1405441208.0,16384.0,80.0,1.0,0.0,924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,2a1beea9692a9b54ac61fd1c392bac9a09f1fc1b,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,81.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,2e31197152ab1603b52210caee4e7c857d7a294d,65536.0,57344.0,3422617582.0,2.0,1405441431.0,24576.0,344.0,11.0,13.0,876.0,1.0,1.0,0.0,0.0,0.0,0.0,28792.0,1.0,4.0,2097152.0,0.0,9.0
0,339bffdca94198e2bf88cdde8ef127166ef463f3,1937113088.0,24576.0,3422617582.0,2.0,1405441232.0,8192.0,53.0,0.0,-1.0,4740.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,36e6946a9eb3b68f57504ce671ac18d644a787e7,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,936.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,3794e9e9baeef63100d910bd163f2e0f090a4115,65536.0,32768.0,3422617582.0,2.0,1405441431.0,12288.0,250.0,8.0,1.0,880.0,1.0,1.0,0.0,0.0,0.0,0.0,16432.0,1.0,4.0,2097152.0,0.0,7.0
0,395f5806ae10b5ef67ac28b09adf1d38e914a9e9,1885536256.0,69632.0,3422617582.0,2.0,1405441399.0,28672.0,348.0,5.0,42.0,1232.0,1.0,1.0,0.0,0.0,0.0,1.0,33004.0,1.0,4.0,2097152.0,0.0,12.0
0,3aa9d1955eef5e8985f923309322b0e04c35439a,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,79.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,3be250e074d66b14620f06da1b79be5bdf6ed185,1885732864.0,69632.0,3422617582.0,2.0,1405441399.0,28672.0,348.0,5.0,42.0,1232.0,1.0,1.0,0.0,0.0,0.0,1.0,33004.0,1.0,4.0,2097152.0,0.0,12.0
0,3cd76707274eaea0ad069bbca5e9c29cb74f0e05,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,80.0,1.0,0.0,976.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,420578385bcf23c3ac2b9e108b1fdc1f48b587f3,4194304.0,61440.0,3422617582.0,2.0,1405441349.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,28988.0,1.0,4.0,2097152.0,0.0,9.0
0,42f493fa933ac5a5d0ff8f0bb644352f55ce2b93,1648623616.0,36864.0,3422617582.0,2.0,1405441409.0,12288.0,189.0,5.0,12.0,868.0,1.0,1.0,0.0,0.0,0.0,0.0,16476.0,1.0,4.0,2097152.0,0.0,7.0
0,4309316ad56f505ebe0cbcc9a4137e560b315af0,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,4715652f483e94bd5ea99e6274ad964148688df1,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,484ea9ed1d0785ed161bde37f38eb534a3a23750,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,79.0,1.0,0.0,888.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,49268a7bc1c1b0420471a63c2f32582ecb273f07,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,4d3ea004128c393e5b64c94f08b295c9b7cf29f6,1938817024.0,65536.0,3422617582.0,2.0,1405441379.0,28672.0,80.0,1.0,42.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33028.0,1.0,4.0,2097152.0,0.0,11.0
0,55555585e20ffdbb88d0d13ccaa5d77f899f0b31,4194304.0,28672.0,3422617582.0,2.0,1405441556.0,0.0,0.0,0.0,11.0,904.0,1.0,0.0,0.0,0.0,0.0,0.0,12400.0,1.0,4.0,2097152.0,0.0,5.0
0,573e9e6272c9b62aeaff6ac42f253a3201e403b0,1963720704.0,65536.0,3422617582.0,2.0,1405441393.0,28672.0,336.0,12.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33040.0,1.0,4.0,2097152.0,0.0,11.0
0,5cf1b21f7d769afd918b962146068b2950104d35,1851260928.0,61440.0,3422617582.0,2.0,1405441288.0,28672.0,87.0,2.0,15.0,884.0,1.0,1.0,0.0,0.0,0.0,0.0,32872.0,1.0,4.0,2097152.0,0.0,9.0
0,5d9d6dc51378d1b0730c62ebb51015d0a3031f52,1686110208.0,69632.0,3422617582.0,2.0,1405441679.0,28672.0,74.0,1.0,43.0,912.0,1.0,1.0,0.0,0.0,0.0,1.0,33032.0,1.0,4.0,2097152.0,0.0,12.0
0,5f74806a4a97d8df8ee27dc802fe1ddabef2457b,1935278080.0,69632.0,3422617582.0,2.0,1405441360.0,28672.0,156.0,4.0,48.0,872.0,1.0,1.0,0.0,0.0,0.0,1.0,33052.0,1.0,4.0,2097152.0,0.0,12.0
0,5fab72fc111dc1c6a39f85034dab5a0ac1561ac1,1887305728.0,20480.0,3422617582.0,2.0,1405441232.0,8192.0,2611.0,45.0,-1.0,876.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,60413ee9ef1796f2571d72b6ae1a0865b9a39d7c,65536.0,49152.0,3422617582.0,2.0,1405441589.0,20480.0,83.0,1.0,11.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,24664.0,1.0,4.0,2097152.0,0.0,8.0
0,612fa31e30bf7ad6f426aa8779e19906cc08a6be,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,920.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,6531a80778047d3b13d6c506862fcb2df9c6ccf2,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,79.0,1.0,0.0,888.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,663eefcfde595805e2106c2cd7efe8769b3b35f8,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,668d676ae0ac02ef50b219ef1faccdc3775b6738,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,79.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,693dda318a1141fef9428f7dd7e05e70a25cdd65,1985085440.0,20480.0,3422617582.0,2.0,1405441271.0,8192.0,517.0,12.0,-1.0,1196.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,6d08c26b2ced50de90b98bc4790fe4ffcd802bc1,1674051584.0,20480.0,3422617582.0,2.0,1405441561.0,8192.0,2858.0,56.0,-1.0,876.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,789b96980e87bc71b09843398ebea4b2247cf81b,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,796f109167d983727eb7d8a3ace07ce9ab1af4f9,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,7afccbcf1ae700b1be16dcc9ccd23bcb7c8527da,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,7d7a2a74ff01bf3ff4b20816dafe357e18545866,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,80.0,1.0,0.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,7fd520a8d61ef198b1d1b20da05b618bd37355ec,1900216320.0,69632.0,3422617582.0,2.0,1405441392.0,28672.0,475.0,17.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33040.0,1.0,4.0,2097152.0,0.0,11.0
0,8079deb6f0784344b3ed7b0a82caa7e9d1e52f1b,1943011328.0,69632.0,3422617582.0,2.0,1405441710.0,28672.0,164.0,4.0,43.0,1020.0,1.0,1.0,0.0,0.0,0.0,1.0,33032.0,1.0,4.0,2097152.0,0.0,12.0
0,8358a01fad0deccd25598cf08e3b6e050d782ba7,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,920.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,84121f0ea533f068b868ebecac017cbf952e95be,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,888.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,85495faacf1cad094bbc7790cb78f96ecca400da,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,82.0,1.0,0.0,912.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,8640e036e74390aefc97460f845213d87839febd,1943207936.0,40960.0,3422617582.0,2.0,1405441239.0,16384.0,525.0,17.0,22.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,20636.0,1.0,4.0,2097152.0,0.0,8.0
0,86e0d798a73e82021ae1e9b8c8b0023faa2ff0f8,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,82.0,1.0,0.0,924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,8a44c51d5216c5ef99150d8f25f88619fa2b9daa,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,80.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,8cf6184d3641f80cb651d949f25d97e9f1ac0bdb,1888485376.0,69632.0,3422617582.0,2.0,1405441895.0,28672.0,340.0,10.0,54.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33100.0,1.0,4.0,2097152.0,0.0,11.0
0,90faa50727d4832ac345507633961a895c211b3e,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,80.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,91e5c3aace2ad53c8f69858ed2e20d69c7d9bc53,1901854720.0,20480.0,3422617582.0,2.0,1405441271.0,8192.0,1267.0,27.0,-1.0,1212.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,923e866754f68693c57fefd0001d58a04a63a6f0,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,79.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,961ad97194a527f18544962ca68b0e1543a07493,1610547200.0,20480.0,3422617582.0,2.0,1405441200.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,9622ecaf621954d7b749b5e7b9f7f5c93ce70acf,4194304.0,28672.0,3422617582.0,2.0,1405441354.0,0.0,0.0,0.0,27.0,872.0,1.0,0.0,0.0,0.0,0.0,0.0,12440.0,1.0,4.0,2097152.0,0.0,5.0
0,9b6cbb8c9f914fd77407fa5efa5b58ade24453f1,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,9e7f42f3ec6a7aa6c450808e6732bdf067494077,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,916.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,9f238cfb920a8092a96e5b9289ad513ce649b8b8,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,80.0,1.0,0.0,904.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,9fc1efba140287aea4aecd6625c18b40932f77a2,1885339648.0,65536.0,3422617582.0,2.0,1405441360.0,28672.0,69.0,1.0,43.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,33032.0,1.0,4.0,2097152.0,0.0,11.0
0,9ffc323fba9f3d1dfcb2a2e1db813b2387370867,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,80.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a219749a9eab06d830be7d75fa92834d74dde815,1610547200.0,24576.0,3422617582.0,2.0,1405441200.0,20480.0,80.0,1.0,0.0,948.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a2ea1875cb5bde7c39432c1d3039fffea7651197,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,81.0,1.0,0.0,908.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a3a674385f3c23a1f3d80c6b5fb557bee3c747ff,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,79.0,1.0,0.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a60b4cb4315234fd084c5cd8c898626f3d5bf8fe,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,79.0,1.0,0.0,888.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a74689adcdf058ab5a685bdb378def67cdcd5795,1610547200.0,20480.0,3422617582.0,2.0,1405441205.0,16384.0,79.0,1.0,0.0,920.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,a7a9f7c8c1fcc1628321cdbc818a4476258ce6cc,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,79.0,1.0,0.0,892.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,aaa3b4e2ae4bbf7493d5fffa3fb7f9f37d4fb156,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,82.0,1.0,0.0,912.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,aca8775d5af16e9e0b8b5073eaed73174c803aa2,65536.0,49152.0,3422617582.0,2.0,1405441589.0,20480.0,79.0,1.0,11.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,24664.0,1.0,4.0,2097152.0,0.0,8.0
0,actmovie.exe,16777216.0,16384.0,3422617582.0,7.0,1208111763.0,0.0,0.0,0.0,17.0,984.0,1.0,0.0,4192.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,api-ms-win-core-string-l1-1-0.dll,268435456.0,12288.0,0.0,12.0,1433321554.0,4368.0,498.0,8.0,0.0,984.0,1.0,0.0,4096.0,56.0,1.0,0.0,0.0,10.0,10.0,262144.0,1344.0,2.0
1,,,,,,,,,,,,,,,,,,,,,,,
0,arp.exe,16777216.0,28672.0,3422617582.0,7.0,998081824.0,0.0,0.0,0.0,46.0,5496.0,1.0,0.0,4320.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,asr_fmt.exe,16777216.0,40960.0,3422617582.0,7.0,1208111617.0,0.0,0.0,0.0,189.0,4200.0,1.0,0.0,4896.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,asr_ldm.exe,16777216.0,40960.0,3422617582.0,7.0,998081970.0,0.0,0.0,0.0,68.0,20192.0,1.0,0.0,4416.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,at.exe,16777216.0,36864.0,3422617582.0,7.0,1208111611.0,0.0,0.0,0.0,82.0,6024.0,1.0,0.0,4448.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,atmadm.exe,16777216.0,32768.0,3422617582.0,7.0,1208112688.0,0.0,0.0,0.0,35.0,4696.0,1.0,0.0,4256.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,attrib.exe,16777216.0,24576.0,3422617582.0,7.0,1208111619.0,0.0,0.0,0.0,95.0,984.0,1.0,0.0,4496.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,auditusr.exe,16777216.0,24576.0,3422617582.0,7.0,1208111504.0,0.0,0.0,0.0,58.0,992.0,1.0,0.0,4352.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,32768.0,3.0
0,autolfn.exe,16777216.0,24576.0,3422617582.0,7.0,1208111777.0,0.0,0.0,0.0,34.0,1104.0,1.0,1.0,4240.0,28.0,1.0,0.0,4096.0,5.0,5.0,262144.0,0.0,4.0
0,b1d73e9cffcd7467ca825b652b1ee0ab798b307e,1955790848.0,69632.0,3422617582.0,2.0,1405441371.0,28672.0,187.0,4.0,42.0,1208.0,1.0,1.0,0.0,0.0,0.0,1.0,33004.0,1.0,4.0,2097152.0,0.0,12.0
0,b20e719f35aa5fa35c917f5c76ec30ea2770d6f3,1610547200.0,20480.0,3422617582.0,2.0,1405441201.0,16384.0,79.0,1.0,0.0,928.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,b2c0e4d1aeeae956ecafc5815d52751bd759efc2,65536.0,24576.0,3422617582.0,2.0,1405441594.0,8192.0,1018.0,20.0,-1.0,888.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,5.0
0,b454a98ea956a4b400c1dc5f70c25cca07376314,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,79.0,1.0,0.0,896.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,b96c3683a77d38efbf72b4511e63de0ea34edab8,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,80.0,1.0,0.0,952.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,b9990c82f33346bc9f28bbf9831f2f6dd4682358,1610547200.0,20480.0,3422617582.0,2.0,1405441204.0,16384.0,79.0,1.0,0.0,884.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,b9eaeda2483a93afc05a2f0167065a2c75f3b163,1610547200.0,20480.0,3422617582.0,2.0,1405441199.0,16384.0,81.0,1.0,0.0,920.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,ba9b526b864a3b3896553032b14fcdaedc1e0cbb,1912078336.0,24576.0,3422617582.0,2.0,1405441233.0,8192.0,53.0,0.0,-1.0,5716.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,Backdoor.Win32.Agent.avuh_134e.exe,4194304.0,45056.0,3422617582.0,6.0,1246101933.0,0.0,0.0,0.0,126.0,980.0,1.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,4.0,1048576.0,0.0,4.0
0,Backdoor.Win32.Agent.avuh_c2ef.exe,4194304.0,45056.0,3422617582.0,6.0,1246101933.0,0.0,0.0,0.0,126.0,980.0,1.0,0.0,0.0,0.0,0.0,0.0,24576.0,0.0,4.0,1048576.0,0.0,4.0
0,Backdoor.Win32.Agent.biss_01ec.exe,4194304.0,142396.0,3422617582.0,6.0,1279875750.0,0.0,0.0,0.0,48.0,121916.0,1.0,0.0,0.0,0.0,0.0,0.0,12288.0,0.0,4.0,1048576.0,0.0,4.0
0,Backdoor.Win32.Bifrose.aci_34c4.exe,4194304.0,32768.0,3422617582.0,6.0,1164999767.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,268435456.0,1.0,1.0,0.0,0.0,0.0,4.0,1048576.0,35072.0,1.0
0,Backdoor.Win32.Bifrose.dnhg_51aa.exe,4194304.0,28672.0,3422617582.0,6.0,1224918154.0,0.0,0.0,0.0,33.0,9908.0,1.0,0.0,0.0,0.0,0.0,0.0,8192.0,0.0,4.0,1048576.0,0.0,4.0
0,Backdoor.Win32.Bifrose.fmv_0e2c.exe,0.0,0.0,3422617582.0,6.0,1169072342.0,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.0
0,Backdoor.Win32.Hupigon.abw_4e54.exe,4194304.0,782336.0,3422617582.0,6.0,1173608618.0,0.0,0.0,0.0,43.0,763648.0,1.0,0.0,0.0,0.0,0.0,0.0,4096.0,1.0,4.0,1048576.0,0.0,3.0
0,Backdoor.Win32.IRCBot.tip_a5bf.exe,4194304.0,53248.0,3422617582.0,2.0,1307973832.0,0.0,0.0,0.0,34.0,16780.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,6.0
0,Backdoor.Win32.Poison.brut_e1a9.exe,4194304.0,110592.0,3422617582.0,6.0,1281136751.0,0.0,0.0,0.0,4.0,1597.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1048576.0,0.0,3.0
0,Backdoor.Win32.Poison.cmve_e214.exe,4194304.0,139264.0,3422617582.0,9.0,11.0,0.0,0.0,0.0,2.0,760.0,1.0,0.0,0.0,0.0,0.0,0.0,131112.0,0.0,5.0,1048576.0,32768.0,3.0
0,Backdoor.Win32.Poison.pg_67c0.exe,4194304.0,6144.0,3422617582.0,5.0,1199631091.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,512.0,4.0,4.0,1048576.0,0.0,2.0
0,bb0a9f0696c8cfb320eb25c3057b326149ae47a3,1610547200.0,20480.0,3422617582.0,2.0,1405441202.0,16384.0,80.0,1.0,0.0,900.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,bb73e0529810442f7e38bbf2975cc7364d09696d,1610547200.0,20480.0,3422617582.0,2.0,1405441206.0,16384.0,80.0,1.0,0.0,944.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,bce6072c0f17ad1143518e61cef5eed4611761ad,1610547200.0,20480.0,3422617582.0,2.0,1405441203.0,16384.0,80.0,1.0,0.0,924.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,2097152.0,0.0,4.0
0,be2c848fbc073025aaa66999715225c6e136f8b8,1935474688.0,69632.0,3422617582.0,2.0,1405441608.0,28672.0,108.0,2.0,50.0,904.0,1.0,1.0,0.0,0.0,0.0,1.0,33060.0,1.0,4.0,2097152.0,0.0,12.0
